Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Eclipse Magnitude,Latitude,Longitude,Sun Altitude,Sun Azimuth,Path Width (km),Central Duration,Time JD
41486,-46868,6,A,0.8463,0.9202,58.7,14.4,32,237,558.0,393,1067510.5710532407
41474,-46862,11,T,-0.0146,1.0677,-13.2,122.9,89,336,221.0,336,1067688.1524652778
41463,-46856,16,A,0.1279,0.947,22.6,-30.3,83,205,196.0,352,1067864.5754745372
41452,-46850,21,T,0.728,1.0213,27.2,-124.2,43,154,104.0,115,1068042.7852314815
41441,-46844,26,A,-0.6041,0.998,-16.2,-138.8,53,20,9.0,12,1068218.831712963
41432,-46839,-7,P,-1.3854,0.3057,-64.8,149.4,0,199,0.0,0,1068367.5132060184
41430,-46838,31,P,1.5213,0.0626,62.5,66.9,0,135,0.0,0,1068397.1717939815
41421,-46833,-2,P,1.2685,0.5034,65.7,-39.9,0,350,0.0,0,1068544.0549537037
41419,-46832,36,P,-1.2853,0.4718,-63.2,-4.3,0,36,0.0,0,1068573.3826736112
41409,-46827,3,A,-0.7145,0.9183,-69.5,4.2,44,350,446.0,423,1068721.4942824072
41398,-46821,8,T,0.5578,1.0592,57.5,-102.8,56,181,235.0,253,1068898.7598032407
41387,-46815,13,Am,-0.0054,0.9529,-23.5,-25.0,90,1,172.0,341,1069075.548877315
41376,-46809,18,H,-0.203,1.0124,10.4,57.1,78,356,44.0,83,1069253.3153703704
41365,-46803,23,H,0.6857,1.0019,22.0,-146.8,47,185,9.0,12,1069429.8952314814
41354,-46797,28,A-,-1.0116,0.9493,-68.6,-17.8,0,339,0.0,0,1069607.5818055556
41344,-46792,-5,P,-1.3666,0.3184,-71.0,39.7,0,119,0.0,0,1069755.036701389
41342,-46791,33,P,1.3172,0.4116,69.0,24.2,0,206,0.0,0,1069784.4829282407
41333,-46786,0,P,1.0571,0.8684,71.3,51.5,0,66,0.0,0,1069932.021979167
41322,-46780,5,H,-0.737,1.0075,-49.4,-81.1,42,28,38.0,35,1070109.643113426
41311,-46774,10,H,0.2512,1.0049,17.1,77.8,75,161,17.0,30,1070286.2511921297
41300,-46768,15,A,-0.0506,0.9593,-3.1,160.8,87,18,148.0,286,1070464.0260069445
41289,-46762,20,T,-0.5149,1.0545,-30.4,-94.7,59,339,209.0,276,1070640.7761342593
41278,-46756,25,A,0.6625,0.9211,43.4,148.1,48,205,395.0,499,1070818.1104513889
41268,-46751,-8,P,1.3291,0.3875,69.9,83.4,0,141,0.0,0,1070966.1457060184
41266,-46750,30,P,-1.2229,0.5913,-71.4,110.5,0,254,0.0,0,1070995.4708912035
41255,-46744,35,P,1.3406,0.3814,71.2,-101.6,0,298,0.0,0,1071172.0841087962
41246,-46739,2,H,0.6544,1.0038,22.0,-90.0,49,170,17.0,24,1071320.7218865738
41235,-46733,7,T,-0.7859,1.0139,-30.8,-107.0,38,7,77.0,81,1071496.7601157406
41224,-46727,12,A,-0.0733,0.9516,-25.4,171.3,86,354,178.0,353,1071675.015335648
41213,-46721,17,T,-0.0353,1.0658,20.8,37.0,88,2,215.0,361,1071851.3738541666
41201,-46715,22,A,-0.7951,0.9205,-75.8,166.7,37,355,501.0,386,1072029.0371412036
41190,-46709,27,T,0.6876,1.0601,67.3,139.2,46,174,273.0,233,1072206.0763541667
41181,-46704,-6,P,1.4583,0.1729,63.4,66.9,0,215,0.0,0,1072353.393738426
41179,-46703,32,P,-1.4616,0.1738,-66.0,-18.2,0,173,0.0,0,1072383.0565740743
41170,-46698,-1,P,-1.1934,0.6385,-62.8,127.4,0,319,0.0,0,1072531.2369791665
41168,-46697,37,P,1.4717,0.1295,65.3,124.2,0,15,0.0,0,1072560.6720949074
41159,-46692,4,T,0.7115,1.0151,23.7,-110.0,44,201,73.0,84,1072707.8207060185
41148,-46686,9,A,-0.4519,0.9546,-7.5,26.2,63,339,184.0,334,1072885.4239351854
41137,-46680,14,T,0.0296,1.0462,-14.7,10.0,88,205,154.0,238,1073062.4446180556
41126,-46674,19,A,0.3163,0.9543,31.0,-1.7,71,152,175.0,287,1073239.4498611111
41114,-46668,24,T,-0.6486,1.0186,-47.5,117.2,49,39,83.0,82,1073417.0751041668
41103,-46662,29,P,1.0674,0.8642,61.0,-163.7,0,68,0.0,0,1073593.6221759259
41094,-46657,-4,P,1.5296,0.058,60.6,-42.1,0,277,0.0,0,1073741.8584837962
41092,-46656,34,P,-1.3904,0.2907,-61.0,-123.4,0,108,0.0,0,1073771.5196759258
41083,-46651,1,T,-0.7985,1.0583,-48.3,-68.3,37,314,313.0,233,1073918.7719328704
41072,-46645,6,A,0.8744,0.9165,56.3,-98.7,29,238,641.0,417,1074095.884351852
41061,-46639,11,T,-0.0696,1.0696,-12.1,5.0,86,332,227.0,339,1074273.4772800927
41050,-46633,16,A,0.161,0.9462,20.5,-144.5,81,207,201.0,350,1074449.8905324074
41039,-46627,21,T,0.6815,1.022,26.4,117.6,47,151,100.0,117,1074628.1062731482
41028,-46621,26,A,-0.5657,0.9986,-16.0,100.9,55,24,6.0,8,1074804.158587963
41018,-46616,-7,P,-1.4143,0.2567,-63.8,23.4,0,209,0.0,0,1074952.8313194446
41016,-46615,31,P,1.4816,0.1318,61.8,-55.2,0,125,0.0,0,1074982.4808333332
41007,-46610,-2,P,1.3244,0.3955,64.7,-167.4,0,340,0.0,0,1075129.3763194445
41005,-46609,36,P,-1.242,0.5539,-62.4,-135.5,0,46,0.0,0,1075158.7163657406
40996,-46604,3,A,-0.7337,0.9212,-69.8,-100.6,43,336,441.0,398,1075306.8146064817
40985,-46598,8,T,0.6244,1.0535,62.5,150.3,51,190,227.0,219,1075484.0716550928
40974,-46592,13,A,-0.0155,0.9578,-24.9,-147.1,89,357,154.0,299,1075660.8870601852
40963,-46586,18,Hm,-0.1298,1.007,16.0,-50.3,83,0,25.0,47,1075838.607962963
40952,-46580,23,H,0.6801,1.0065,20.0,80.3,47,181,31.0,41,1076015.2532754631
40941,-46574,28,A,-0.9312,0.9509,-46.9,-133.4,21,355,499.0,303,1076192.8520833333
40931,-46569,-5,P,-1.3664,0.3191,-70.4,-109.0,0,132,0.0,0,1076340.4075578703
40929,-46568,33,P,1.3157,0.4144,68.0,-122.3,0,194,0.0,0,1076369.8522685184
40920,-46563,0,P,1.1387,0.7279,70.8,-60.2,0,54,0.0,0,1076517.29
40909,-46557,5,H,-0.74,1.0034,-54.1,146.0,42,28,18.0,16,1076695.004085648
40898,-46551,10,H,0.3262,1.0096,25.6,-30.8,71,161,35.0,57,1076871.5407638887
40887,-46545,15,A,-0.0567,0.9548,-8.0,35.2,87,18,165.0,320,1077049.3683101851
40876,-46539,20,T,-0.4451,1.0598,-21.9,149.1,63,341,218.0,315,1077226.084525463
40865,-46533,25,A,0.6488,0.9183,38.1,27.5,49,203,403.0,545,1077403.4351851854
